Mobile_Companny,Mobile_Name,Whats_new,Chip,OS,Dimensions,Weight,Colors,Cpu,,Gpu,Size,Resolution,rating,back_camera,battery,imagepath1,imagepath2,price_in_pkr,price_in_usd
Samsung,Samsung_Galaxy-J5-2016,"Samsung Galaxy J5 2016 - Richer Media Experience Than Ever Before!
Samsung mobile presents brand new Galaxy J5 updated with year tag of 2016. The phone packs a great processor and is released with 2GB RAM on board so that the users can enjoy the best Android experience with smooth multitasking on Samsung Galaxy J5 2016 smartphone. The phone is built for best experience and for that it has 5.2 inch HD super AMOLED display screen that is powered by Adreno 306GPU for sharp graphics output and best HD playback. Samsung's Galaxy J5 2016 comes with capacious memory of 16GB internal ROM so that the esteemed users can store as much as data as they want in the a stylish smartphone. Taking photography to next level, Samsung Galaxy J5's camera duo consists of 12MP back camera with assistance of LED flash and 5MP front camera with HDR and wide angle panorama mode support. The amazing wrangler, Galaxy J5 2016 by Samsung  comes with Android lollipop out-of-the-box that runs on Touch Wiz UI for quick response and value added features. 2600mAh battery resides inside the Samsung J5 2016 smart feature phone that is capable of providing battery timing of over a day on average use and standby of over five days. Bluetooth module,Wi-Fi with Hotspot and NFC are integrated inside Samsung Galaxy's J5 2016 phone for enhanced communication and in terms of network support the phone packs Dual SIM slots and integrates 4G network support. Design of the phone is based on curved edges for better design and Galaxy J5 2016 comes in decent color variants of gold, white and black. Twelve months international warranty of Muller & Phipps is provided with every purchase of the great phone and box of J5 2016 contains handsfree, charger and instruction manual.",Adreno 306,android v6.0 (marshmallow),android v6.0 (marshmallow),159,"white, black, gold, rose gold",1.2 ghz quad-core cortex-a53,,Exynos 7870,5.2,720 x 1280 ,4.2,"5 MP Camera, f/1.9, LED flash",NULL,webapp/img/frontDisplay/samsung_j5_prime.jpg,,22499,216
Samsung,Samsung_Galaxy-J5,"Samsung Galaxy J5 - Most Reliable and Convenient.

Knock knock! Samsung Reveals sleek Galaxy J5, a stylish and high quality Smartphone solution that'll solves all of your major communication problems once and for all. Unlimited features of Samsung J5 are enclosed in a stylish all-metal body. A high level of practicality is perfectly combined with a stylish appearance and elegant design. Advantages of Galaxy's J5 are numerous starting from it's supports for two SIM-cards to most powerful modern processor the handset will not disappoint you in any department. Galaxy J5's hood is equipped with a powerful processor that provides lightning fast operations to make your life smart and easier. The  vivid Full HD Galaxy model J5 screen is a marvel of its own, it displays your entire collection of images, making them to come alive again. The high resolution of this Galaxy device allows you to view the video on J5 like never before, along with some massive game fun. On the back side the main camera is placed with autofocus system and a bright flash. The second camera of J5 is ideal for lovers of selfies on the move. The reliability and convenience of this Model further simplifies all the modern means of communication. The versatility of J5 smartphone helps you solve many problems. Easy to use, with a simple touch. Modern production techniques ensured J5 for a long and reliable operation. The model is not yet confirmed officially by the company but as soon as the word is made official, the new J5 by Samsung will be ready to make it's way to the local market of Pakistan. As usual the Indian might well be the first ones to get their hands on Samsung Galaxy J5.",GPU:Adreno306,android v5.1 (lollipop),android v5.1 (lollipop),146,"white, black, gold",1.2 ghz quad-core cortex-a53,,1.4 GHz Quad-Core Cortex-A53,0,NULL,4.5,NULL,2600 mAh,webapp/img/frontDisplay/samsung_j5_prime.jpg,,21500,206
Samsung,Samsung_Galaxy-Grand-Prime-Pro,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",GPU:Adreno308,android v7.1.1 (nougat),android v7.1.1 (nougat),153,"black, gold, blue",1.4 ghz quad core cortex-a53,,Qualcomm MSM8916 Snapdragon 410,0,NULL,4.5,NULL,"Talk-time up to 18 hrs, Music-Play up to 60 hrs
(Li-ion removable battery), 2600 mAh",webapp/img/frontDisplay/samsung grand prime pro.jpg,,17999,173
Samsung,Samsung_Galaxy-Grand-Prime,"Samsung Galaxy Grand Prime - Slim But Powerful

Here we go again! Samsung Presents all new Galaxy Grand Prime, a smartphone with the ability to excel since its presence in the market has caused many people's attention. Samsung equipped it with the best of what's available in today's grand world after Samsung's careful calculations. Despite having considerable features, the price is very affordable. Question is should you join the world of Galaxies? having a square design, Prime is wrapped around in a plastic body with diamond polished edges, This Samsung's Smartphone has a pretty slim size bearing an exact thickness of 8.6mm. Plastic parts of Grand Prime are glossy so it is quite well resistant to dust and fingerprints. The edges are also polished and rounded so that you feel comfortable. Display of the Grand Prime is just as amazing as it could get, Packing 5.0 inch TFT screen it supports 960 x 540 pixels which generates an amazing display. Samsung's new model has the Snapdragon 410, A prime Quad-Core 64 bit processor clocked at 1.2GHz with 1GB of RAM, this Galaxy can work at very fast speeds and samsung's full HD video playback is very good along with awesome 3D gaming support on the latest Android. Galaxy Grand integrates the Android 4.4.4 KitKat operating system with many new applications and possibilities for better entertainment than ever. Grand Plus integrates many applications that can help you in life and in work. Entertainment capabilities of this samsung machine are raised to a new level. The battery of Grand Prime has 2600mAH capacity to enjoy the experience of a long time journey in far away galaxies without having to think about the battery in halfway. Unlike the korean giants other devices you wont have to charge it again and again. Samsung has invested very carefully this time for its new Galaxy. Featuring an 8MP rear camera for your beautiful photos It has a fast autofocus, in addition, Grand Prime also supports other image editing software so you can create pictures to your liking.",GPU:Adreno306,android v4.4 (kitkat),android v4.4 (kitkat),156,white,1.2 ghz quad-core cortex-a53,,QualcommMSM8916Snapdragon410,0,NULL,4.5,NULL,"Talk-time up to 17 hrs, Music-Play up to 75 hrs
2600 mAh",webapp/img/frontDisplay/samsung grand prime pro.jpg,,16999,163
Samsung,Samsung_Galaxy-J3,"Samsung Galaxy J3 2016 - Better Than The Best!
Samsung unveils another hit model, Galaxy J3 2016 in the market. The phone doesn't only come with a better camera than its older models but also has enhanced features like better chipset, Connectivity options and battery life. All new and powerful Samsung Galaxy J3 integrates 8MP back unit to provide users with Full HD 1080P video recording and photo capturing with HDR and panorama modes and comes with better sensor size. Samsung's Galaxy J3 has its camera application updated so that users can edit every photo within the camera application and also allows Panorama-like capturing with its front cam. Samsung Galaxy J3's front camera is 5MP unit with boosted lens to provide vivid images with click of a button. Embedding a powerful 1.5GB RAM that runs the Android 5.1.1 smoothly and allows multitasking at its very best. Galaxy J3 by Samsung is built with Snapdragon 410 SoC that prevents phone from overheating and unlocks all of its cores to provide un-matching performance without any delays. Samsung J3 is packed with 5 inch bright 720P HD IPS display screen that allows pictures to come alive and since it packs the powerful connectivity of LTE, you can stream HD movies online without any buffering problems. Samsung Galaxy's J3 internal memory is set to be limited 8GB storage but it can be expanded up-to 128GB via microSD card. SoC integrates features of extended battery life and quick charge technology so that the users of Samsung Galaxy J3 can enjoy longer battery life without compromising on performance. The phone is released worldwide and is available with 12 months warranty and 24/7 customer service support in Pakistan. Galaxy J3??????s body is enclosed in a polycarbonate shell and is available in variety of colors.",Mali-400,android v5.1 (lollipop),android v5.1 (lollipop),138,"white, black, gold",1.5 ghz quad core cortex-a7,,QualcommMSM8917Snapdragon425,5,720 x 1280 ,4.1,"5.0 MP, f/2.2, 720p@30fps",NULL,webapp/img/frontDisplay/samsung_galaxy_j3_2017.jpeg,,16500,158
Samsung,Samsung_Galaxy-Grand-Prime-Plus,"Samsung Galaxy Grand Prime Plus - Competition Destroyer! 
Samsung shocked every body with Galaxy Grand launch and it is named Prime Plus, which is a successor to its elder sibling that was launched back in 2014. As we all know that the South Korean company is currently acting as a leader in whole smartphone market. Samsung Galaxy Grand Prime Plus is like a racing car, that flew at very high speed towards the peak of popularity because it is extremely successful device and Korean giant is launching device back to back with in very little time. Samsung's Galaxy Grand Prime has unique appearance in manner of its design while there is a little bit resembles to its predecessor which is a model of good design back in its own days. Samsung Galaxy Grand's back panel is decorated with 8 MP camera with powerful LED flash. LED light allows you to make beautiful images in all kind of weather and light conditions. Galaxy Grand Prime Plus by Samsung has 5 inch capacitive display with high definition resolution. The pixels are sharp and intense that can creates sharp images behind the protective glass. 8 Mp selfie camera is also placed on the front panel to satisfy the selfie lovers. Samsung Grand Prime Plus is here that means you don't need to worry about the lagging in games because this device is put together with some quality equipment like MediaTek MT6737T chipset and 1.5 GB of RAM. Samsung Galaxy's Grand Prime has 8 GB of internal memory which is supplemented with micro SD cards to give you free hand in installation of anything on your smart phone. Android OS v6.0.1 marshmallow is running inside the core of Galaxy Grand Prime Plus. Long lasting battery that scores 2600 mAh seems quite optimal for this size device. It also supports 4G LTE-network, WI-Fi, Hotspot and USB in the connectivity department. Grand Prime Plus is best device in all aspect.",GPU:Mali-T720MP2,android v6.0 (marshmallow),android v6.0 (marshmallow),160,"white, gray, gold",1.4 ghz quad-core cortex-a53,,1.2 GHz Quad-core Cortex-A53,0,NULL,4.3,NULL,"2600 mAh, Removable Li-Ion battery",webapp/img/frontDisplay/samsung grand prime plus.jpeg,,16500,158
Samsung,Samsung_Galaxy-J2-Prime,"Samsung Galaxy J2 Prime - Epic Response To Competitors! 
Samsung reacted again and now Galaxy J2 is back with the latest Prime version. As we all know that this giant is really amazing and have great impact on people's lives. Well now this is life and death situation for this brand that why they have decided to launch Samsung Galaxy J2 Prime that will act like a ventilator for this brand. Now they are trying to convenience their users that still they have potential to overcome their bad days and start a new era where there is still hope to produce phones like Samsung's Galaxy J2 Prime. This device is crafted with many new features that can change the thinking way of its buyer. 5.0 inches touchscreen of the phone is supported by the 540 x 960 pixels that provides Samsung Galaxy J2's display a pixel density of 220 pixels. Capacitive display also support 16M colors and multi-touch to make it more easy navigation with more then two fingers. Galaxy J2 Prime by Samsung is equipped with Mediatek MT6737T chipset where on top of that a very powerful and ruling Quad-core 1.4 GHz processor is running at quite pretty speed. Samsung J2 Prime is also carrying a Mali-T720MP2 to make it easy for main processor to run programs easily. 1.5 GB of RAM is also making sure that the multi-tasking of Samsung Galaxy's J2 Prime work in more reliable way as it was performing before. 8 GB of RAM is tucked inside very carefully to store all the precious data. A micro SD card slot is installed on the chassis of J2 Prime that can be used to expand the memory up to 256 GB. As a software or the brain of the system android OS v6.0 marshmallow is running inside the Galaxy J2 Prime to make fluent in running application",Mali-T720MP2,android v6.0 (marshmallow),android v6.0 (marshmallow),160,"black, gold",1.4 ghz quad-core cortex-a53,,Spreadtrum SC9830,5,540 x 960,4,"5 MP, f/2.2, LED flash",NULL,webapp/img/frontDisplay/samsung j2 prime.jpg,,15999,153
Samsung,Samsung_Galaxy-J2,"Samsung Galaxy J2 - Selfies with Flash!
Still Looking? Samsung gives you Galaxy J2 with an LED flash on the front so that you can take your selfies with a much brighter face, even if it is dark. The Camera on front is just 2.0 megapixels but Samsung J2 is able to shoot some earth shattering photos and videos with it's 5.0 megapixel rear camera supporting a maximum resolution of 1280x960 pixels. The new star in the family, Galaxy's J2 AKA SM-J200 will come along with a stunning 4.7 inch ultra bright display, which is merely intended to provide a qHD resolution of 960x540 pixels. Under Galaxy J2's hood,  lies company's very own Exynos 3475 quad-core processor that is based on four ARM Cortex-A7 cores clocked at 1.3 gigahertz max.  Galaxy model J2 also apparently includes only one gigabyte of RAM, although rumors previously was of 1.5GB. The internal flash memory has a capacity of eight gigabytes. This Galaxy device is a low mid range smartphone yet J2 is able to pack quite good specs, with bluetooth 4.0, N-WLAN and GPS, light and proximity sensors are also on board. Because of being an entry level handset of lower price segment, J2 comes in a plastic body yet again. Running on the latest Android lollipop firmware version 5.1.1 along with TouchWiz user interface on top, the mesmerizing j2 will be launched in india first and will focus mainly on developing Asian and Eastern European mobile phone markets including Pakistan, the land of the pure. J2 packs no extra punch except for having a front Flash light and still there is no leak confirming its official launch date so it is yet to generate a buzz online. J2 by Samsung does not have any protective glass on the screen that could have minimized the risk of damage to the display during the everyday routine usage. Everything else looks good and benchmarks of Samsung Galaxy J2 also seems to promise a nice overall performance.",GPU:Mali-T720,android v5.1 (lollipop),android v5.1 (lollipop),0,"white, black",1.3 ghz quad-core cortex-a7,,MediatekMT6737T,0,NULL,4.2,NULL,2000 mAh,webapp/img/frontDisplay/samsung-galaxy-j2.jpeg,,15300,147
Samsung,Samsung_Galaxy-J1-2016,"Samsung Galaxy J1 2016- The Best Budget Device of 2016
Samsung reveals a brand new Galaxy J1 smart handset for the year 2016. The phone is equipped with the powerful Exynos 3475 chipset which rare to see in low end devices and is designed with multiple threats for efficient performance and longer battery time. Samsung Galaxy J1 2016 comes with Quad-core 1.3GHz processor for better multitasking and better management of applications. HSPA support allows the user to surf the web quickly with the amazingly fast download speed on Samsung's Galaxy J1 2016 smartphone and it also allows users to stream high definition  movies on the go. To provide the users with Dual Window support and enhanced value added services as an added bonus, Samsung Galaxy J1's ROM embeds the Touch Wiz UI that runs on Android 5.1.1 making the overall operations of the phone smoother and lag free. Camera setup is designed to provide users of Galaxy J1 2016 by Samsung with best quality images and videos on both sides of the phone as the rear unit is 5.0 megapixel with HDR and the front unit is 2MP with wide angle lens Both cameras of Samsung J1 2016  are capable of 720P video recording, which is off course an excellent move. Bluetooth module, Wi-Fi support and Dual SIM support are provided in the great Samsung Galaxy's J1 2016 smartphone so that the user can enjoy connectivity at its best. Storage capacity of 4GB is embedded in the phone but it can be easily expanded via external card that supports up-to 64GB. Galaxy J1 2016 is considered to be the best low end phone of the year as it is packed with all the essential features of the Android phone and comes in relatively low price. the new J1 2016 color variants are black, white and pure gold.",Mali-400,android v5.1 (lollipop),android v5.1 (lollipop),131,"white, black, gold",1.3 ghz quad-core cortex-a7,,Mediatek MT6737T,4.5,480 x 800,4.1,"2 MP Camera, f/2.2",NULL,webapp/img/frontDisplay/samsung galaxy j1-2016.jpeg,,14999,144
Samsung,Samsung_Galaxy-J1,"Samsung Galaxy J1 4G - The 1st of J family!
Samsung publicly announces the Galaxy J1, the very first of j range smartphone and further continues its plans to reorganize its entire catalog of mobile devices. A few days ago we just came to know more about the first members of the  Galaxy A family and today it's official about the first smartphone of Galaxy J range. We started the year with the first leaks of E series and now the J series Galaxy phones came on to the seen within weeks and has become the first officer. The announcement of Galaxy J1,  model number SM-J100H comes directly from Samsung Malaysia's official website. J1 is the first of the new smartphones from the South Korean manufacturer that will address the cheaper end of the market. It has a screen of 4.3 inches supporting WVGA resolution of 800 ?????? 480 pixels and inside of J1 you'll found a 1.2GHz Quad-Core processor instead of a previously rumored 64bit 1.2GHz QuadCore by Marvell. The new Galaxy is accompanied by 768MB of RAM , 4GB of internal storage with microSD slot and 1850mAh battery that is removable. For the camera, the Galaxy J1 is mounted with a 5MP sensor having LED flash on the back and a 2MP on the front. This model also comes with Dual SIM capabilities but may vary by market to which it is addressed. As far as the operating software of Galaxy J1 handset is concerned Samsung have loaded it with Android 4.4.4 KitKat, having TouchWiz on top. For now, the launch is limited to Malaysia, although several sources also point it to release in Pakistan soon. As a low-cost model, its price would be around 15000 Pakistani Rupees.",Mali-400,android v4.4 (kitkat),android v4.4 (kitkat),122,"white, black, blue",1.2 ghz dual core cortex-a7,,Exynos3475,4.3,480 x 800,4.2,2 MP,NULL,webapp/img/frontDisplay/samsung galaxy j1-2016.jpeg,,13999,134
Samsung,Samsung_Galaxy-Core-Prime,"Samsung Galaxy Core Prime - Affordable, slim and Power-Packed! 

Don't get deceived, Samsung unveils sleek looking Galaxy Core Prime, loaded with sheer power and all the most needed fundamental ingredients, The Korean smartphone giant Samsung some how managed to to keep the core at just 8.8 mm slim. Samsung's designers are too good at Squeezing all the entertaining elements together and stuffing it into a delicately sleek handset. Time to explore the Galaxies, The new edition of Prime is loaded with the fastest 1.3 GHz Quad-Core processor capable of providing the samsung's handset with enough power to meet the most demanding needs of your modern computing tasks. The Core Prime packs a huge 4.5 inch screen despite being marketed as a delicately thin device with round edges. The stunningly sharp and bright display of Core Prime ensures a smooth and entertaining ride while enjoying your most favourite content. As the technology matures, Samsung's new model has an enhanced 2.0 Megapixel prime camera at the front, equipped with an Ultra wide lens so that everyone in the galaxy gets included in that superb selfie shot. This Galaxy ensures flawless selfies & that's a Samsung's promise. The front sensor supports 1600 x 1200 pixels, that translate into crispy pictures. Galaxy Core front cam also has auto focus and features like face detection and the geoTagging. The device comes with a powerful 2,000 mAh Li-ion battery pack so Core plus will have no problem providing you with a long battery backup of days and that means no more charging again and again. Samsung has armed the new machine with all the top notch hardware. Core Prime is loaded with latest of the technology offering 3G, Mobile hotspot feature as you see on other Galaxies, Wi-Fi Direct, GPS with AGPS, USB and Bluetooth. Running on the recently launched Android v4.4.2 Kitkat operating system the korean company samsung has priced it very carefully this time, targeting youth Galaxy handsets are often placed at the higher end. Placed along the mid range devices, Core Prime packs almost every feature to comply the needs of even the most demanding customers.",Adreno 306,android v4.4 (kitkat),android v4.4 (kitkat),130,white,1.2 ghz quad-core cortex-a53,,Spreadtrum SC9830,4.5,480 x 800,4.3,2 MP,NULL,webapp/img/frontDisplay/samsung core prime.jpg,,12999,125
Samsung,Samsung_Galaxy-J1-Ace,"Samsung Galaxy J1 Ace - For a Perfect Style Statement.   
Samsung unveils Stylish and modern  Galaxy J1, to take care of user??????s Ace budget and allow 3G interactions with enhanced battery life, newly released phone offers great compatibility and enhanced user support. Samsung Galaxy J1 Ace comes with great specifications, for example it includes a 4.4 Android and 1.2Quad Core processor for improved overall operations and battery efficiency. Coming with Super AMOLED 4.3 inch screen, Samsung??????s Galaxy J1 Ace is beautifully crafted phone that allows every kind of operation on palm of your hand. The phone is designed for those who keep pace with time as Samsung Galaxy J1??????s rounded back provides excellent holding position and front is designed to give exotic appeal to users. The phone in terms of storage is exemplary as it supports 128GB external card and internal 4GB storage for applications.  Galaxy J1 Ace by Samsung has smart 2.0MP camera for snapping selfies on its front and 5.0MP camera on back to capture moments on the go. Powering the Dual SIM with 3G communication support, the Samsung J1 Ace further enhances the connectivity with Bluetooth 4.1 and microUSB port provides enhanced connectivity in every situation. Data saving is improved in this Samsung Galaxy??????s J1 ACE as it automatically turns the data off when not in use which is due to its newly improved Kitkat operating system that supports dual window functionality as well. Custom UI running on 512MB RAM allows Galaxy J1 Ace to provide users with standard application support and great multimedia playback. Since the phone is packed with 9.5mm body and 131g weight, The J1 Ace provides burden free usage and feels weightless in the pocket.",Mali-400MP2,android v4.4 (kitkat),android v4.4 (kitkat),131,"white, black, blue",1.2 ghz quad core cortex-a7,,Spreadtrum,4.3,480 x 800,4.1,2.0 MP Camera,NULL,webapp/img/frontDisplay/pk-galaxy-j1-ace.jpg,,11700,112
Samsung,Samsung_Galaxy-J1-mini-Prime,"Samsung Galaxy J1 Mini Prime - Samsung's Miniature For J1! 
Samsung announced small version of Galaxy J1 which will be named as Mini Prime. This phone is replica of its elder brother and it soon it will hit the shelves of leading shops all across the Pakistani market. The size and specs of Samsung Galaxy J1 Mini Prime reveals that this phone is especially made for middle class peoples that cannot high-end smartphones. The Korean brand is now working hard to provide the Samsung's Galaxy J1 Mini Prime with 4.0 inch TFT capacitive screen with 256K color support. Now watch videos and movies with better pixel resolution of 480 x 800 pixels. Samsung Galaxy J1's android OS is quite active in making the display more better by providing touch wiz along with may themes and wallpapers to decorate the home screen of Galaxy J1 Mini Prime by Samsung. The power sector looks strong with the installation of Spreadtrum SC9830 chipset where quad core processor is ticking with the moderate speed of 1.2 GHz while cortex A7 reduce the energy consumption of Samsung J1 Mini Prime to the minimum. For better graphic display and enhanced gaming experience Mali-400MP2 GPU works perfectly with the main processor that also also helps to improve the pixel quality of Samsung Galaxy's J1 Mini Prime. For multi-tasking 1 GB of RAM is providing its services while for the storage purpose 8 GB of built-in storage is also available. You can also expand the memory of Galaxy J1 Mini Prime up to 256 GB the help of micro SD card. 5 MP ultra-responsive camera is placed on the back that give you perfect image result with just a simple click while on the front of J1 Mini Prime VGA camera is installed which is also worth to mention.",Mali-400MP2,android v6.0 (marshmallow),android v6.0 (marshmallow),126,"gold, black, white",1.2 ghz quad-core,,Qualcomm MSM8916 Snapdragon 410,4,480 x 800,4,VGA Camera,NULL,webapp/img/frontDisplay/samsung_galaxy_j1_mini_prime.jpg,,9999,96
Samsung,Samsung_J2-Pro-2018,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",GPU:Adreno308,android v7.1.1 (nougat),android v7.1.1 (nougat),153,"black, gold, blue",1.4 ghz quad core cortex-a53,,Spreadtrum SC9830,0,NULL,4.5,NULL,"Talk-time up to 18 hrs, Music-Play up to 60 hrs
(Li-ion removable battery), 2600 mAh",webapp/img/frontDisplay/Samsung_Galaxy_J2_Pro_2018.jpg,,17999,173
Samsung,Samsung_Galaxy-J2-2018,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",GPU:Adreno308,android v7.1.1 (nougat),android v7.1.1 (nougat),153,"black, gold, blue",1.4 ghz quad core cortex-a53,,Spreadtrum SC9830,0,NULL,4.5,NULL,"Talk-time up to 18 hrs, Music-Play up to 60 hrs
(Li-ion removable battery), 2600 mAh",webapp/img/frontDisplay/samsung-galaxy-j2.jpg,,17999,173
Samsung,Samsung_Galaxy-J2-Pro-2018,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",GPU:Adreno308,android v7.1.1 (nougat),android v7.1.1 (nougat),153,"black, gold, blue",1.4 ghz quad core cortex-a53,,QualcommMSM8917Snapdragon425,0,NULL,4.5,NULL,"Talk-time up to 18 hrs, Music-Play up to 60 hrs
(Li-ion removable battery), 2600 mAh",webapp/img/frontDisplay/galaxy J2 pro 2018.jpg,,17999,173
