id,Mobile_Companny,Mobile_Name,Whats_new,Chip,Colors,Cpu,Dimensions,Gpu,Resolution,Size,Weight,price_in_pkr,price_in_usd,rating,OS,imagepath1,imagepath2,battery,backcam
85,Samsung,Samsung_Galaxy-J2,"Samsung Galaxy J2 - Selfies with Flash!
Still Looking? Samsung gives you Galaxy J2 with an LED flash on the front so that you can take your selfies with a much brighter face, even if it is dark. The Camera on front is just 2.0 megapixels but Samsung J2 is able to shoot some earth shattering photos and videos with it's 5.0 megapixel rear camera supporting a maximum resolution of 1280x960 pixels. The new star in the family, Galaxy's J2 AKA SM-J200 will come along with a stunning 4.7 inch ultra bright display, which is merely intended to provide a qHD resolution of 960x540 pixels. Under Galaxy J2's hood,  lies company's very own Exynos 3475 quad-core processor that is based on four ARM Cortex-A7 cores clocked at 1.3 gigahertz max.  Galaxy model J2 also apparently includes only one gigabyte of RAM, although rumors previously was of 1.5GB. The internal flash memory has a capacity of eight gigabytes. This Galaxy device is a low mid range smartphone yet J2 is able to pack quite good specs, with bluetooth 4.0, N-WLAN and GPS, light and proximity sensors are also on board. Because of being an entry level handset of lower price segment, J2 comes in a plastic body yet again. Running on the latest Android lollipop firmware version 5.1.1 along with TouchWiz user interface on top, the mesmerizing j2 will be launched in india first and will focus mainly on developing Asian and Eastern European mobile phone markets including Pakistan, the land of the pure. J2 packs no extra punch except for having a front Flash light and still there is no leak confirming its official launch date so it is yet to generate a buzz online. J2 by Samsung does not have any protective glass on the screen that could have minimized the risk of damage to the display during the everyday routine usage. Everything else looks good and benchmarks of Samsung Galaxy J2 also seems to promise a nice overall performance.",MediatekMT6737T,"white, black",1.3 ghz quad-core cortex-a7,136 x 69 x 8.3 mm,GPU:Mali-T720,NULL,0,12,15300,0,4.2,android v5.1 (lollipop),webapp/img/frontDisplay/samsung-galaxy-j2.jpg,,2000 mAh,NULL
84,Samsung,Samsung_Galaxy-J1-2016,"Samsung Galaxy J1 2016- The Best Budget Device of 2016
Samsung reveals a brand new Galaxy J1 smart handset for the year 2016. The phone is equipped with the powerful Exynos 3475 chipset which rare to see in low end devices and is designed with multiple threats for efficient performance and longer battery time. Samsung Galaxy J1 2016 comes with Quad-core 1.3GHz processor for better multitasking and better management of applications. HSPA support allows the user to surf the web quickly with the amazingly fast download speed on Samsung's Galaxy J1 2016 smartphone and it also allows users to stream high definition  movies on the go. To provide the users with Dual Window support and enhanced value added services as an added bonus, Samsung Galaxy J1's ROM embeds the Touch Wiz UI that runs on Android 5.1.1 making the overall operations of the phone smoother and lag free. Camera setup is designed to provide users of Galaxy J1 2016 by Samsung with best quality images and videos on both sides of the phone as the rear unit is 5.0 megapixel with HDR and the front unit is 2MP with wide angle lens Both cameras of Samsung J1 2016  are capable of 720P video recording, which is off course an excellent move. Bluetooth module, Wi-Fi support and Dual SIM support are provided in the great Samsung Galaxy's J1 2016 smartphone so that the user can enjoy connectivity at its best. Storage capacity of 4GB is embedded in the phone but it can be easily expanded via external card that supports up-to 64GB. Galaxy J1 2016 is considered to be the best low end phone of the year as it is packed with all the essential features of the Android phone and comes in relatively low price. the new J1 2016 color variants are black, white and pure gold.",Mediatek MT6737T,"white, black, gold",1.3 ghz quad-core cortex-a7,132.6 x 69.3 x 8.9 mm,Mali-400,480 x 800,4.5,12,14999,131,4.1,android v5.1 (lollipop),webapp/img/frontDisplay/samsung-galaxy-j1-2016.jpg,,NULL,"2 MP Camera, f/2.2"
83,Samsung,Samsung_Galaxy-J1,"Samsung Galaxy J1 4G - The 1st of J family!
Samsung publicly announces the Galaxy J1, the very first of j range smartphone and further continues its plans to reorganize its entire catalog of mobile devices. A few days ago we just came to know more about the first members of the  Galaxy A family and today it's official about the first smartphone of Galaxy J range. We started the year with the first leaks of E series and now the J series Galaxy phones came on to the seen within weeks and has become the first officer. The announcement of Galaxy J1,  model number SM-J100H comes directly from Samsung Malaysia's official website. J1 is the first of the new smartphones from the South Korean manufacturer that will address the cheaper end of the market. It has a screen of 4.3 inches supporting WVGA resolution of 800 ?????? 480 pixels and inside of J1 you'll found a 1.2GHz Quad-Core processor instead of a previously rumored 64bit 1.2GHz QuadCore by Marvell. The new Galaxy is accompanied by 768MB of RAM , 4GB of internal storage with microSD slot and 1850mAh battery that is removable. For the camera, the Galaxy J1 is mounted with a 5MP sensor having LED flash on the back and a 2MP on the front. This model also comes with Dual SIM capabilities but may vary by market to which it is addressed. As far as the operating software of Galaxy J1 handset is concerned Samsung have loaded it with Android 4.4.4 KitKat, having TouchWiz on top. For now, the launch is limited to Malaysia, although several sources also point it to release in Pakistan soon. As a low-cost model, its price would be around 15000 Pakistani Rupees.",Exynos3475,"white, black, blue",1.2 ghz dual core cortex-a7,129 x 68.2 x 8.9 mm,Mali-400,480 x 800,4.3,12,13999,122,4.2,android v4.4 (kitkat),webapp/img/frontDisplay/samsung-galaxy-j1-2016.jpg,,NULL,2 MP
82,Samsung,Samsung_Galaxy-Core-Prime,"Samsung Galaxy Core Prime - Affordable, slim and Power-Packed! 

Don't get deceived, Samsung unveils sleek looking Galaxy Core Prime, loaded with sheer power and all the most needed fundamental ingredients, The Korean smartphone giant Samsung some how managed to to keep the core at just 8.8 mm slim. Samsung's designers are too good at Squeezing all the entertaining elements together and stuffing it into a delicately sleek handset. Time to explore the Galaxies, The new edition of Prime is loaded with the fastest 1.3 GHz Quad-Core processor capable of providing the samsung's handset with enough power to meet the most demanding needs of your modern computing tasks. The Core Prime packs a huge 4.5 inch screen despite being marketed as a delicately thin device with round edges. The stunningly sharp and bright display of Core Prime ensures a smooth and entertaining ride while enjoying your most favourite content. As the technology matures, Samsung's new model has an enhanced 2.0 Megapixel prime camera at the front, equipped with an Ultra wide lens so that everyone in the galaxy gets included in that superb selfie shot. This Galaxy ensures flawless selfies & that's a Samsung's promise. The front sensor supports 1600 x 1200 pixels, that translate into crispy pictures. Galaxy Core front cam also has auto focus and features like face detection and the geoTagging. The device comes with a powerful 2,000 mAh Li-ion battery pack so Core plus will have no problem providing you with a long battery backup of days and that means no more charging again and again. Samsung has armed the new machine with all the top notch hardware. Core Prime is loaded with latest of the technology offering 3G, Mobile hotspot feature as you see on other Galaxies, Wi-Fi Direct, GPS with AGPS, USB and Bluetooth. Running on the recently launched Android v4.4.2 Kitkat operating system the korean company samsung has priced it very carefully this time, targeting youth Galaxy handsets are often placed at the higher end. Placed along the mid range devices, Core Prime packs almost every feature to comply the needs of even the most demanding customers.",Spreadtrum SC9830,white,1.2 ghz quad-core cortex-a53,130.8 x 67.9 x 8.8 mm,Adreno 306,480 x 800,4.5,12,12999,130,4.3,android v4.4 (kitkat),webapp/img/frontDisplay/samsung-galaxy-core-prime.jpg,,NULL,2 MP
81,Samsung,Samsung_Galaxy-J1-Ace,"Samsung Galaxy J1 Ace - For a Perfect Style Statement.   
Samsung unveils Stylish and modern  Galaxy J1, to take care of user??????s Ace budget and allow 3G interactions with enhanced battery life, newly released phone offers great compatibility and enhanced user support. Samsung Galaxy J1 Ace comes with great specifications, for example it includes a 4.4 Android and 1.2Quad Core processor for improved overall operations and battery efficiency. Coming with Super AMOLED 4.3 inch screen, Samsung??????s Galaxy J1 Ace is beautifully crafted phone that allows every kind of operation on palm of your hand. The phone is designed for those who keep pace with time as Samsung Galaxy J1??????s rounded back provides excellent holding position and front is designed to give exotic appeal to users. The phone in terms of storage is exemplary as it supports 128GB external card and internal 4GB storage for applications.  Galaxy J1 Ace by Samsung has smart 2.0MP camera for snapping selfies on its front and 5.0MP camera on back to capture moments on the go. Powering the Dual SIM with 3G communication support, the Samsung J1 Ace further enhances the connectivity with Bluetooth 4.1 and microUSB port provides enhanced connectivity in every situation. Data saving is improved in this Samsung Galaxy??????s J1 ACE as it automatically turns the data off when not in use which is due to its newly improved Kitkat operating system that supports dual window functionality as well. Custom UI running on 512MB RAM allows Galaxy J1 Ace to provide users with standard application support and great multimedia playback. Since the phone is packed with 9.5mm body and 131g weight, The J1 Ace provides burden free usage and feels weightless in the pocket.",Spreadtrum,"white, black, blue",1.2 ghz quad core cortex-a7,130.1 x 67.6 x 9.5 mm,Mali-400MP2,480 x 800,4.3,12,11700,131,4.1,android v4.4 (kitkat),webapp/img/frontDisplay/samsung-galaxy-j1-ace.jpg,,NULL,2.0 MP Camera
80,Samsung,Samsung_Galaxy-J1-mini-Prime,"Samsung Galaxy J1 Mini Prime - Samsung's Miniature For J1! 
Samsung announced small version of Galaxy J1 which will be named as Mini Prime. This phone is replica of its elder brother and it soon it will hit the shelves of leading shops all across the Pakistani market. The size and specs of Samsung Galaxy J1 Mini Prime reveals that this phone is especially made for middle class peoples that cannot high-end smartphones. The Korean brand is now working hard to provide the Samsung's Galaxy J1 Mini Prime with 4.0 inch TFT capacitive screen with 256K color support. Now watch videos and movies with better pixel resolution of 480 x 800 pixels. Samsung Galaxy J1's android OS is quite active in making the display more better by providing touch wiz along with may themes and wallpapers to decorate the home screen of Galaxy J1 Mini Prime by Samsung. The power sector looks strong with the installation of Spreadtrum SC9830 chipset where quad core processor is ticking with the moderate speed of 1.2 GHz while cortex A7 reduce the energy consumption of Samsung J1 Mini Prime to the minimum. For better graphic display and enhanced gaming experience Mali-400MP2 GPU works perfectly with the main processor that also also helps to improve the pixel quality of Samsung Galaxy's J1 Mini Prime. For multi-tasking 1 GB of RAM is providing its services while for the storage purpose 8 GB of built-in storage is also available. You can also expand the memory of Galaxy J1 Mini Prime up to 256 GB the help of micro SD card. 5 MP ultra-responsive camera is placed on the back that give you perfect image result with just a simple click while on the front of J1 Mini Prime VGA camera is installed which is also worth to mention.",Qualcomm MSM8916 Snapdragon 410,"gold, black, white",1.2 ghz quad-core,121.6 x 63.1 x 10.8 mm,Mali-400MP2,480 x 800,4,12,9999,126,4,android v6.0 (marshmallow),webapp/img/frontDisplay/samsung-galaxy-j1.jpg,,NULL,VGA Camera
79,Samsung,Samsung_J2-Pro-2018,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",Spreadtrum SC9830,"black, gold, blue",1.4 ghz quad core cortex-a53,143.8 x 72.3 x 8.4 mm,GPU:Adreno308,NULL,0,12,17999,153,4.5,android v7.1.1 (nougat),webapp/img/frontDisplay/samsung-galaxy-j2-2018.jpg,,"Talk-time up to 18 hrs, Music-Play up to 60 hrs
(Li-ion removable battery), 2600 mAh",NULL
78,Samsung,Samsung_Galaxy J22018,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",Spreadtrum SC9830,"black, gold, blue",1.4 ghz quad core cortex-a53,143.8 x 72.3 x 8.4 mm,GPU:Adreno308,NULL,0,12,17999,153,4.5,android v7.1.1 (nougat),webapp/img/frontDisplay/samsung-galaxy-j2.jpg,webapp/img/frontDisplay/samsung-galaxy-j2.jpg,"Talk-time up to 18 hrs, Music-Play up to 60 hrs(Li-ion removable battery), 2600 mAh",NULL
77,Samsung,Samsung_Galaxy J2Pro,"Samsung Galaxy Grand Prime Pro - Sensible Decision! 
Samsung brought new face in Galaxy Grand series which is dubbed as Prime Pro. We have already met this device with different name but company has decided to launch it in Pakistan under a new name and this new name which is selected for this smart device is Samsung Galaxy Grand Prime Pro. Its a entry level mid-range device which has got new look where on back side of the device where you will find the curved edges that will give you the smooth and comfortable touch. Samsung's Galaxy Grand Prime also got a successor that was quite popular but who knows that this phone is going get the same kind of place in the hearts of peoples. There is no doubt that Samsung Galaxy Grand's fans number is increasing every day in very few time but now it is time for this phone to on the legacy of legendary smartphone. Now  Galaxy Grand Prime Pro by Samsung will be the new face of that smart device which has focused to set the new records in sales. 5.0 inch display is going to debut with the Super AMOLED matrix and inside you will see the RGB colors that gonna make the Samsung Grand Prime Pro amazing and colorful with real life color effect in its display. Now with these new implementations your multi-media experience will be better then all other smart phones that you have ever used in your life before the Samsung Galaxy's Grand Prime. 2600 mAh battery is going to keep the lights on and it is speculated that it will give you the 60 hours of juice time while listing music on your phone. This phone weighs 153g which mean that the Galaxy Grand Prime Pro is not is not too much to heavy to carry around. In this phone Qualcomm Snapdragon 425 chip is installed with model number MSM8917. It has Adreno 308 GPU to maintain the graphics quality of Grand Prime Pro.",QualcommMSM8917Snapdragon425,"black, gold, blue",1.4 ghz quad core cortex-a53,143.8 x 72.3 x 8.4 mm,GPU:Adreno308,NULL,0,12,17999,153,4.5,android v7.1.1 (nougat),webapp/img/frontDisplay/samsung-galaxy-j2-2018.jpg,webapp/img/frontDisplay/samsung-galaxy-j2-2018.jpg,"Talk-time up to 18 hrs, Music-Play up to 60 hrs(Li-ion removable battery), 2600 mAh",NULL
76,Huawei,Huawei_Y3,"Huawei Y3 - A Smartphone That's Even Smarter!
Behold! Huawei gives us Y3 this Ramadan, A surprise launch in the middle of the month powered by high-speed Quad-Core processor that is integrated directly into Huawei Y3. Providing you with a much more quicker & smarter perception of life while you run your favorite applications, this gives you more time to enjoy life. On Huawei's Y3, each moment is captured with utmost perfection. No needs of worrying when you can capture a perfect shot in seconds, well.. Huawei Y3's stunning professional camera is just like that even in the low light conditions, all thanks to the integrated double flash on the back of Huawei sharp Y3 that increases the quality of captured images. the new handset is all about perfectly capturing the best moments forever. Huawei presents a perfect selfie master for incredible selfies. Y3 lets you capture yourself at your very best, intelligent recognition and auto facial beautification will boost your self confidence. Y3 also has a 5.0 megapixels back camera that'll leave you with some sunning memories for the generations to follow. Huge battery that's totally like you. Y3 does not care if you are too much overloaded becauses it will always keep up with you with its 1730 mAH ultra large, longlife  battery. Y3 is not just another phone from the corner, it boosts an elegant design that makes it even pleasant to use. User friendly interface of the company or simply EMUI on Y3 by Huawei comes with clear and larger icons along with several visual aids. Using a smartphone has never been so much easier, at least never before in Pakistan. Huawei Y3 is a phone to fall in love with.",Mediatek MTK 6582M,"Black, White, Red, Blue",1.3 GHZ quad core,122.6 x 63.8 x 10.9mm,NULL,768 x 480 pixels,4,120,7899,76,4.1,Android 4.4,webapp/img/huawei/huawei-y3-1.jpg,webapp/img/huawei/huawei-y3-1.jpg,1730 mAh,"5 MP, LED Flash"
75,Huawei,Huawei_Y5,"Huawei Y5 - Great Design in a Budget Smartphone.

Huawei to announce Honor Bee AKA the Y5 handset in Pakistan. A low range quality smartphone, powered by a chipset that is quite common among the low-end models. The smartphone Huawei Y5 packs a Spreadtrum SC7731G Quad-Core processor clocked at a speed of of 1.2 GHz. Equipped with an average sized design and quality materials, Huawei's Y5 comes with 4.5 inch of IPS display excellence and has a resolution of 480x854 pixels wrapped in a plastic finish. Huawei Y5's design talks for itself But it is not only facade, managing to squeezed a four core processor and offering quality performance at low end. Y5 by Huawei is all locked and loaded with 8GB of internal storage memory, which is awesome as low ends usually could only manage to secure 4GB in general. Huawei Y5c also has 1GB of RAM, which is also quite good. The rear camera has managed to receive as much as 8 megapixel resolution, which is also very good for a budget model like Huawei Y5c. On top of that it also has a dual LED flash and can record video in known media formats up to 1080p at 30 frames per second. Huawei Y5 has two slots for Micro SIM cards and runs on Android 4.4.2 KitKat, which is installed on top of a proprietary interface Emotion 3.0 Lite. Honor BeeÌøåÀå?s majesty is expected to make it's appearence really soon in pakistan and the price is expected to be an attractive one.",MSM8909,"Black, White, Pink, Blue",1.2 GHz Quad-Core Cortex-A7,134.3 x 66.7 x 10 mm,Mali-400MP2,480 x 854 pixels (~218 ppi pixel density),4.5,0,9499,91,4.2,"Android OS, v4.4.2 (KitKat)",webapp/img/huawei/huawei-y5-1.jpg,webapp/img/huawei/huawei-y5-1.jpg,(Li-Po Removable) 2000 mAh Battery,"5 MP, autofocus, LED flash"
74,Huawei,Huawei_Ascend-Y320,"Huawei Ascend Y320 - Double the Fun!
Huawei Ascend Y320  has a 1.3GHz dual-core processor, Capable of lightning fast multitasking, so that when ever you use your Huawei Y320 smartphone you can have smooth and fluent operating experience. With Dual SIM features meeting all your business needs, Huawei Ascend Y320 let's you easily distinguish between work and personal life, real-time processing is important, but to master personal life, Huawei Ascend Y320 is your best personal assistant. A smooth integration of business, entertainment, social networking and a lot of other important  functions, Huawei Ascend Y320, a machine in hand, let the world associat with you.",MT6572,"Black, White",1.3 GHz Dual core Cortex A7,126.2 mm x 64mm ÌøåÀå?11.15 mm,Mali 400,480 x 800 Pixels (~233 PPI),4,123,9500,91,4.1,"Android OS, v4.2 (Jelly Bean)",webapp/img/huawei/huawei-y320-1.jpg,webapp/img/huawei/huawei-y320-2.jpg,(Li-Ion Removable) 1350 mAh,"2MP, 1600 x 1200 pixels, autofocus"
73,Huawei,Huawei_Y3II,"Huawei Y3II - Live Proud, Out Loud! 
Budget approved, Huawei unveils smart Y3II handset that is packed with all the powerful to provide the users with great connectivity and fast performance as the newly released Huawei Y3II smartphone is packed with Quad-core processor and 1GB RAM that are packed inside powerful new MediaTek chipset for better performance on the move with less heating issues. Huawei's Y3II comes with a great 5MP camera which is supported by HDR and has LED flash assistance for its users. The camera modes are enhanced for better photography and Huawei Y3II's front 2MP camera is built with wide angle lens for better photographs. The phone is available in two variants i.e. fourth gen LTE variant and a small 3G variant but performance of both variants of Huawei small Y3II is exceptionally good. Other connectivity features include a powerful Bluetooth module with LE support, Wi-Fi suite with Wi-Fi Direct and hotspot and the great Huawei has also packed a FM radio module in Y3II smartphone. 4.5 inch IPS display is embedded in the phone with 60.2% screen to body ratio for budget users and Mali GPU limits heavy rendering of graphics on the Y3II smartphone. The newly released smartphone is made thin with poly-carbonate body, metallic edges and furnished back for the best looking budget smartphone in its series. Y3II smartphone comes with Android Marshmallow OS running on EMUI lite edition to provide users with smooth interface without compromising on performance of y3II smartphone. 2100mAh battery resides inside the phone and provides about 12 hours of talk time and music playback of over 10 hours once fully charged.  Y3II AKA Huawei Y3 2 smartphone comes with 12 months of international warranty and the color variants include Arctic White, pure black, sand gold, rose pink and sky blue but the Huawei Y3II smartphone looks lavishing in all of them.",Mediatek MT6582M,"Obsidian Black, Arctic White, Sand Gold, Rose Pink, Sky Blue",1.3 GHz Quad-Core Cortex-A7,134.2 x 66.7 x 9.9 mm,Mali 400 MP2,480 x 854 pixels (~218 ppi pixel density),4.5,150,9799,94,4.2,"Android OS, v5.1 (Lollipop)",webapp/img/huawei/huawei-y32-1.jpg,webapp/img/huawei/huawei-y32-2.jpg,(Li-Po Removable) 2100 mAh Battery,"5 MP, autofocus, Dual-LED flash"
72,Huawei,Huawei_Ascend-Y520,"Huawei Ascend Y520 - A Smart Life with 3G Ride

Offering variety to consumers, Huawei strikes yet again with an inexpensive 3g handset, the Ascend Y520. Customers can choose from an unlimited range of smartphones from very economical to the quite high end and that's the real beauty of Huawei. Latest innovation of Ascend Y520 is the proud member of the recently introduced Y budget series and is beautifully priced to provide a tough time to the competitors. This Ascend targets the new 3G bracket with Y520 which is a significant offering at a really nominal price, a decent device with an Average screen size of 4.5 inch just like the Ascend Y530. Overall the handset is quite ergonomical, one could easily carry it in a purse, pocket or adjust this Ascend Y52021 in the palm for an easy single hand usage. One bad thing though as the capacitive buttons do not glow in the dark just like the Ascend G520 released four weeks ago. Y520 has a beautifully textured body along with the back cover but the material used does looks like some cheap plastic. Y520 is equipped with a 5.0 megapixel camera with quite stunning video and imaging result that leaves all the haters behind. Y520 also packs an LED flash light lying at the left side of camera, to aid you in getting some fantabulous shooting results in the dark. Ascend Y520 will be available in four dashing colours namely Charcoal Black, Ladies Pink, Original Blue and Fairy's White. Like the Ascend 730, Huawei logo seems very unique in white, sitting in centre of the textured back panel. Another unique thing is that this new member of Huawei's Ascend family has the USB port on top instead of keeping it at Y520 Smartphone's bottom or at one of the left or right side. The Most eye catching feature of the device is having the latest of Android OS, Yes! The New Y520 is powered by Android 4.4 KitKat Operating system which makes it super fast device from Huawei. The biggest drawback of this lovely mobile phone handset is that the Y520 installs everything at the home screens.",Mediatek MT6572,"Black, White, Blue, Pink",1.3 GHz Dual-core,134.2 x 67 x 10.2mm,NULL,480 x 854 pixels,4.5,150,9799,94,4.1,Android 4.4 (KitKat),webapp/img/huawei/huawei-ascend-y520-1.jpg,webapp/img/huawei/huawei-ascend-y520-2.jpg,1730 mAh,"5MP, 2592x1944 pixels, LED flash"
71,Huawei,Huawei_Y3-2017-3G,"Huawei Y3 2017 3G - More Benefits At Smaller Price! 
Huawei is quite alert about Y3 2017 lovers that's why they introduced 3G model of their entry level smartphone which is coming with little discount as compare to its elder brother. This phone is pretty amazing and now it is going to launch as Huawei Y3 2017 3G in all leading markets of Pakistan. This Chinese brand is quite popular in Pakistan and most of people are fans of this brand because they brought devices like Huawei's Y3 2017 3G to keep the smartphone user's interested in the new technology and they often bring special updates of software that keeps the gadget users busy and interested. Huawei Y3 2017's key feature is its price that makes it the star of peoples because anyone can afford this phone while staying in its budget limits. Not only that Y3 2017 3G by Huawei also got lots of handy features that will make your life full of fun and it also makes sure that all your tasks will be taken care properly. With the vibrant and bright display of Huawei 2017 3G you can watch your favorite movies and videos for a very long time. 5 inch display is armed with FWVGA where the resolution is 854 x 480 pixel and pixel density of 2017 3G is 196 pixel per inch which is quite low but we can say that for its price this pixel density is acceptable. Behind the scene quad core processor of Huawei Y3's 2017 3G is taking care of all the intense processing and it also make you comfortable by running all the task smoothly so you cannot face any problem while running application on the Y3 2017 3G. 1 GB of RAM and 8 GB of ROM completes the memory department of this phone.",Mediatek MT6580M,NULL,1.3 Ghz Quad Core Cortex-A7,145.1 x 73.7 x 9.5 mm,Mali-400MP2,480 x 854 Pixels (~196 PPI),5,175,10999,100,3.9,Android v6.0 Marshmallow,webapp/img/huawei/huawei-y3-17-1.jpg,webapp/img/huawei/huawei-y3-17-1.jpg,"(Li-ion Removable), 2200 mAh","8 MP, autofocus, LED flash"
70,Huawei,Huawei_Y5II,"Huawei Y5II - Touch to Stay in the Forefront! 
This month, Huawei unveils sleek Y5II smartphone that is packed with all the powerful features to drive the new Android OS. In terms of Network support Dual SIM Standby is coupled with 3G support in Huawei Y5II smartphone that allows the users to surf the Web and download heavy files in blink of an eye. 5.0 in HD IPS display is embedded with Gorilla Glass protection to make the great Huawei's Y5II more durable and the Mali-400MP2 engine allows rendering of three dimensional graphics in the smoothest way possible. 8GB internal storage capacity can be increased via Huawei Y5II's external slot that can mount up-to 64GB of card. Connectivity suite consists of a Bluetooth, Wi-Fi with Hotspot feature and a enhanced FM radio module. Huawei smart Y5II comes with a 8MP powerful camera embedded on the back with assistance of  LED flash that allows users to snap high resolution photos and make HD videos on Huawei phone in low light conditions as well. The Y5II smartphone is meant to please the audience with its Android V5.1 Lollipop OS for the best experience as it comes with topping of newly enhanced EMUI making Y5II perform better than rest of competitors with same specification sheet. 2MP wide angle front selfie camera also comes with assistance of LED flash so that the users of Y5II can Skype their loved ones in night time as well. 8GB internal storage capacity provides users with enough space to save applications and to save other data, the amazing Y5II smartphone comes with external slot that can house card of up-to 32GB. 2200mAh battery resides inside the great phone to provide users with music playback of 12 hours and Y5II AKA Huawei Y5 2 is capable of going for a whole day once fully charged. 12 months international warranty is provided with purchase of the great smartphone and the three color variants are also available in Huawei Y5II smartphone.",Mediatek MT6582,"Obsidian Black, Arctic White, Sand Gold, Rose Pink, Sky Blue",1.3 GHz Quad-Core Cortex-A7,143.8 x 72 x 8.9 mm,Mali-400MP2,720 x 1280 pixels (~294 ppi pixel density),5,135,11999,115,4.2,"Android OS, v5.1 (Lollipop)",webapp/img/huawei/huawei-y52-1.jpg,webapp/img/huawei/huawei-y52-2.jpg,(Li-Po Removable) 2200 mAh Battery,"8 MP, autofocus, LED flash"
69,Huawei,Huawei_Y625,"Huawei Y625 - Comfort in your Hands!
Fun master Huawei is bringing Y625 to Pakistan to confirm that as it is an absolute master of fun and you will certainly enjoy using it. Because with the 8.0 megapixel camera of  Huawei Y625 that also has an autofocus and LED flash that helps you succeed by capturing some quite excellent quality photos. To be completely blown away, watch videos on Huawei's Y625, work with apps or surf the Web. Providing neat computing power, the powerful quad-core processor makes it seem like a piece of cake. The HUAWEI owned new user interface EMUI 2.3 Lite makes Y625 operation even easier, inducing fun-inclusive package for your active mobile life. Be prepared to be amazed because with 5.0 inches big IPS display of Y625, you can see everything you want while holding your captured moments in the best colors. With the 8.0 megapixel main camera of Y625 you succeed in shooting super photos. With autofocus and LED flash of the main camera, great shots are now possible even in bad light. The new Y625 comes loaded with 1.2 GHz quad-core processor along with 1GB RAM and 4GB ROM, providing all the power that you need. All your routine daily tasks on Y625 by Huawei will be fluid and fast. Android ÌøåÀå? 4.4 technology is combined with EMUI 2.3 Lite. In addition, motion control and Magic Touch enables a more intuitive operation and comfortable Unlock by swiping across the Huawei Y625.",Qualcomm MSM8212 Snapdragon 200,"Black, White",1.2 GHz Quad-Core Cortex A7,142 x 72.6 x 9.6mm,Adreno 302,480 x 854 pixels (~196ppi pixel density),5,160,12000,115,4.2,Android v4.4 (Kitkat),webapp/img/huawei/huawei-y625-1.jpg,webapp/img/huawei/huawei-y625-2.jpg,(Li-Po Removable) 2000 mAh Battery,"8 MP, autofocus, LED Flash"
